Date,NSE_NO_OF_CONT,NSE_NO_OF_TRADE,NSE_NOTION_VAL,NSE_PR_VAL,BSE_TTL_TRADED_QTY,BSE_TTL_TRADED_VAL,BSE_AVG_TRADED_PRICE,BSE_NO_OF_TRADES,NSE_CAT_RETAIL_BUY_CR,NSE_CAT_RETAIL_SELL_CR,NSE_CAT_RETAIL_AVG_CR,NSE_EQ_RETAIL_BUY_CR,NSE_EQ_RETAIL_SELL_CR,NSE_EQ_RETAIL_AVG_CR,NSE_MRG_OUTSTANDING_BOD_LAKHS,NSE_MRG_FRESH_EXP_LAKHS,NSE_MRG_EXP_LIQ_LAKHS,NSE_MRG_NET_EOD_LAKHS,NSE_CLT_TOTAL_LONG_CONT,NSE_CLT_FUT_IDX_LONG,NSE_CLT_FUT_IDX_SHORT,NSE_REG_INVESTORS,BSE_REG_INVESTORS,NSE_MFSS_NOS_OF_SUB_ORDER,NSE_MFSS_TOT_SUB_AMT,NSE_MFSS_NOS_OF_RED_ORDER,NSE_MFSS_TOT_RED_AMT,NSE_MFSS_TOT_ORDER,NSE_EQUITY_TOTAL_NO_OF_ORDERS,NSE_FO_TOTAL_NO_OF_ORDERS,NSE_COMMODITY_TOTAL_NO_OF_ORDERS,NSE_MF_NO_OF_ORDERS,NSE_MF_NOTIONAL_TURNOVER,NSE_TBG_CM_NOS_OF_SECURITY_TRADES,NSE_TBG_CM_NOS_OF_TRADES,NSE_TBG_CM_TRADES_QTY,NSE_TBG_CM_TRADES_VALUES,NSE_TBG_FO_INDEX_FUT_QTY,NSE_TBG_FO_INDEX_FUT_VAL,NSE_TBG_FO_STOCK_FUT_QTY,NSE_TBG_FO_STOCK_FUT_VAL,NSE_TBG_FO_INDEX_OPT_QTY,NSE_TBG_FO_INDEX_OPT_VAL,NSE_TBG_FO_INDEX_OPT_PREM_VAL,NSE_TBG_FO_INDEX_OPT_PUT_CALL_RATIO,NSE_TBG_FO_STOCK_OPT_QTY,NSE_TBG_FO_STOCK_OPT_VAL,NSE_TBG_FO_STOCK_OPT_PREM_VAL,NSE_TBG_FO_STOCK_OPT_PUT_CALL_RATIO,NSE_TBG_FO_TOTAL_FO_QTY,NSE_TBG_FO_TOTAL_FO_VAL,NSE_TBG_FO_TOTAL_TRADED_PREM_VAL,NSE_TBG_FO_TOTAL_PUT_CALL_RATIO,NSE_TBG_COM_FUT_QTY,NSE_TBG_COM_FUT_VAL,NSE_TBG_COM_OPT_QTY,NSE_TBG_COM_OPT_VAL,NSE_TBG_COM_OPT_PREM,NSE_TBG_COM_TOTAL_QTY,NSE_TBG_COM_TOTAL_VAL
02-05-2025,81068181.00,45191874.00,140959224351286.12,696805459581.15,897606000.00,72421419847.11,45656759.4259,18179293.00,66822.46,66176.01,66499.24,37277.07,38471.95,37874.51,6917270.28,464959.61,483816.17,6898413.72,29861529,133876,130988,251015598,244653920,,,,,,,,,,,2977,35535580,29739.97,100895.16,254110,45095.56,1507588,93713.46,75383445,13715867.3,61402.09,0.89,5684736,380055.13,8278.45,0.61,82829879,14234731.45,208489.56,0.86,19,1.18286,105953,6635.66369,37.15394,105972,38.3368
05-05-2025,69372546.00,35007314.00,119815293045752.59,466375356992.60,1116767990.00,90170771863.99,49824129.4940,19582192.00,46826.66,47415.60,47121.13,36114.18,38911.89,37513.04,6898410.65,473027.01,507762.40,6863675.26,24636626,70374,70301,251015598,244653920,,,,,,,,,,,3012,31302821,29372.13,89885.27,136952,24090.39,1310622,80594.25,63707190,11609346.26,38609.79,0.88,5665356,372183.05,8027.74,0.52,70820120,12086213.95,151322.17,0.84,50,2.40208,120279,6775.188772,42.711772,120329,45.113852
06-05-2025,,,,,4941232100.00,398258699072.09,49787837.0001,43483885.00,43127.00,43553.73,43340.37,36622.28,36533.25,36577.76,6863667.57,529085.63,468127.62,6924625.58,21143829,70427,73784,251015598,244653920,,,,,,,,,,,2976,32311288,33032.63,90454.16,133065,23049.27,1397178,85447.28,57614415,10454406.64,27594.85,0.99,5934225,389420.73,8146.64,0.6,65078883,10952323.92,144238.04,0.94,28,1.635776,129992,7664.4849185,29.1284185,130020,30.7641945
07-05-2025,120516845.00,52612958.00,212172312756070.69,575534196765.70,176718190.00,14209225502.36,37223623.8502,4142314.00,55911.73,56063.06,55987.40,36619.48,41191.57,38905.53,6924620.78,446036.60,499823.82,6870833.57,42629704,99417,90987,251015598,244653920,,,,,,,,,,,2938,34982255,33196.94,101223.47,184742,32153.96,1391554,85076.53,114766485,20839710.59,49283.14,0.82,5750360,377520.69,8270.28,0.63,122093141,21334461.77,174783.91,0.81,20,1.244836,176740,10663.964044,35.589044,176760,36.83388
08-05-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,2963,35376179,34036.45,105605.86,194430,34004.62,1678347,101476.56,255203779,46438516.4,45447.47,1.23,6517683,413997.57,8505.94,0.68,263594239,46987995.15,189434.59,1.21,11,0.788815,125034,7434.95329,36.66729,125045,37.456105
09-05-2025,58826224.00,35137413.00,97767873699156.70,634572314221.70,565350260.00,44828589311.14,46787302.8745,12441188.00,60287.47,56487.40,58387.43,34631.71,37997.78,36314.74,6915093.06,413684.63,478354.70,6850422.98,20819654,122736,108644,251015598,244653920,,,,,,,,,,,2922,35231406,38760.13,94550.76,248740,43142.89,1526017,91715.41,52262075,9361099.57,54811.87,0.89,6564149,415687.8,8645.36,0.74,60600981,9911645.67,198315.53,0.87,18,0.93157,152246,8942.7713965,44.6423965,152264,45.5739665
12-05-2025,83447387.00,44445770.00,143180478519609.38,663015242546.85,1385892410.00,113506466596.37,50589913.3526,23173146.00,70111.36,72535.03,71323.19,43391.68,45809.08,44600.38,6850422.89,597021.81,608681.06,6838763.64,28940760,153782,151405,251015598,244653920,,,,,,,,,,,3036,35316605,42041.12,106751,285259,50864.9,1921660,121255.26,75261168,13779202,56482.03,0.74,8186219,538845.85,9819.5,0.56,85654306,14490168.01,238421.69,0.72,21,1.575395,214797,13222.0651865,43.0476865,214818,44.6230815
13-05-2025,87322001.00,46495531.00,153408008146479.56,671411781627.05,6273121800.00,511728779241.06,58616054.2657,80027424.00,70542.86,57303.51,63923.18,44797.79,43254.21,44026.00,6838648.87,662427.28,570092.11,6930984.04,28957680,144570,104382,251015598,244653920,,,,,,,,,,,2982,36175835,37468.79,114942.87,251954,45421.55,1550549,99566.74,80606079,14884200.75,58917.46,0.86,6715922,456600.07,8223.72,0.58,89124504,15485789.11,212129.47,0.84,20,1.540315,150800,9150.3195405,30.2905405,150820,31.8308555
14-05-2025,133882637.00,58881207.00,238075804711936.38,678790127563.45,217973410.00,17911534901.48,40837548.8073,5324369.00,60670.22,61686.36,61178.29,50583.12,50484.32,50533.72,6930973.98,687480.94,648698.10,6969756.82,45179299,81987,88295,251015598,244653920,,,,,,,,,,,2991,36706649,37632.44,115869,155472,27627.61,1514818,92252.37,126639054,23337094.04,59538.64,0.93,7243583,470486.43,8340.37,0.53,135552927,23927460.45,187758.99,0.9,33,2.247497,767312,40527.609146,51.753646,767345,54.001143
15-05-2025,337367205.00,120838348.00,617552430510978.12,1041909404306.55,358956450.00,29395703681.91,44280807.7315,8451318.00,78644.09,84827.30,81735.69,49670.05,51156.77,50413.41,6969722.22,705449.59,678235.26,6996936.54,92731501,134164,148777,251015598,244653920,,,,,,,,,,,2969,37207826,42584.52,127890.61,288211,52210.03,1747239,111819.23,329319404,61218364.16,95583.89,0.87,8047801,536878.89,8607.05,0.53,339402655,61919272.31,268220.2,0.86,41,2.15824,30742,1639.4495165,6.1935165,30783,8.3517565
16-05-2025,55388180.00,30763056.00,92588227813073.44,474572699431.85,519124420.00,42753437700.59,45183431.2484,10368836.00,53332.36,49355.42,51343.89,64094.23,64439.34,64266.79,6996723.31,849687.45,766969.53,7079441.23,21437740,57446,47499,251015598,244653920,,,,,,,,,,,2990,38324590,46059.56,149817.59,111540,20163.08,1523360,94687.69,46815593,8699532.44,37439.33,0.94,8572587,559290.34,10017.94,0.47,57023080,9373673.55,162308.04,0.85,12,0.63168,4299,259.96303675,2.61303675,4311,3.24471675
19-05-2025,58364393.00,30999646.00,97996324660481.16,451492727754.45,959703150.00,78957786100.32,52598963.0775,16108479.00,49532.60,47666.64,48599.62,54783.99,51876.39,53330.19,7078773.55,829349.95,659389.37,7248734.13,22386167,57450,59495,251015598,244653920,,,,,,,,,,,3026,37944224,53672.26,116116.49,112346,20037.03,1495094,93156.97,49832459,9236116.7,35838,0.94,8531934,563515.77,9311.27,0.48,59971833,9912826.47,158343.27,0.86,35,1.85924,6728,387.352394,5.413019,6763,7.272259
20-05-2025,77290022.00,38007157.00,132913948213517.64,485216277161.35,6231485680.00,508847694069.60,60035692.9676,61052895.00,56485.98,50428.43,53457.21,47975.76,43647.90,45811.83,7248733.78,741501.56,547569.46,7442665.88,26543029,101998,75831,251015598,244653920,,,,,,,,,,,2993,36335457,43037.36,116850.89,199383,35937.02,1621889,102890.01,68516532,12711195.93,40084.82,0.99,8773490,580198.89,8436.81,0.55,79111294,13430221.85,187348.66,0.93,16,1.092711,5882,326.10120625,5.36070625,5898,6.45341725
21-05-2025,135416248.00,61343375.00,240952055048148.88,743701540106.30,244887350.00,20152980705.25,43917847.9793,5897882.00,65952.25,68903.78,67428.01,41801.81,43018.26,42410.04,7442661.25,582176.10,568682.71,7456154.64,49025692,115204,106857,251015598,244653920,,,,,,,,,,,2972,32456194,37462.01,98948.36,208980,37589.73,1487238,95293.52,126498221,23479701.33,66025.96,0.85,8918027,615504.18,8344.19,0.53,137112466,24228088.76,207253.4,0.82,77,4.364015,68599,4399.20931,19.68281,68676,24.046825
22-05-2025,305256313.00,98898071.00,552387450252266.88,705859675377.25,236199180.00,19212300684.16,42351871.4863,5601993.00,64777.90,57682.26,61230.08,44591.75,42234.25,43413.00,7456153.35,626181.01,516944.50,7565389.86,87251015,108478,87208,251015598,244653920,,,,,,,,,,,2972,32585230,34776.6,106355.19,203711,36492.59,1692547,105675.56,296333137,54653548.83,62971.32,0.89,8923176,585196.19,7614.65,0.63,307152571,55380913.17,212754.12,0.88,76,3.98436,65436,3908.67435075,26.72247575,65512,30.70683575
23-05-2025,68397548.00,37196971.00,115004631066078.50,552019977340.65,624393740.00,51102295765.51,45432349.3495,12472259.00,59925.63,62961.71,61443.67,43281.30,45128.78,44205.04,7565389.67,596164.49,592592.17,7568961.99,25595327,101542,107435,251015598,244653920,,,,,,,,,,,2975,31184391,38222.41,95245.46,206095,37124.13,1854161,119084.72,59525943,10901930.53,48605.52,0.79,8871605,598532.58,6596.47,0.5,70457804,11656671.96,211410.84,0.75,39,2.03685,27598,1730.59895275,20.58495275,27637,22.62180275
26-05-2025,66183479.00,35867070.00,110793462313373.81,511667574777.30,1049656670.00,86037390899.24,53200119.8756,19942227.00,62288.08,62315.90,62301.99,42059.13,42292.62,42175.88,7568960.78,648591.64,627808.26,7589744.15,23957059,90961,91591,251015598,244653920,,,,,,,,,,,3008,32060906,38481.96,93170.47,213682,38360.62,4459704,282206.48,57019633,10464600.92,44739.65,0.96,9163846,614745.31,6427.11,0.5,70856865,11399913.33,371733.86,0.88,22,1.036205,22668,1462.6236805,13.2026805,22690,14.2388855
27-05-2025,85576253.00,46558623.00,147043155090234.62,657153951170.25,5979607150.00,485157031247.76,61081797.5998,79225563.00,80107.63,74465.49,77286.56,43890.12,41395.17,42642.65,7588929.73,695452.09,549276.00,7735105.81,28548168,168369,160875,251015598,244653920,,,,,,,,,,,2983,32541061,37393.55,119285.46,394935,70968.8,4631777,294341.13,76689102,14109753.75,59670.69,0.82,8887151,594561.76,6044.71,0.55,90602965,15069625.44,431025.33,0.79,20,1.27317,56209,3478.0858265,19.0158265,56229,20.2889965
28-05-2025,106021173.00,48821724.00,183613644719238.00,545477494775.25,130033260.00,10664093162.63,38921633.7211,3117021.00,68444.51,64071.56,66258.03,45089.04,43979.14,44534.09,7735911.12,661051.52,568839.84,7828122.81,36428558,89115,82483,251015598,244653920,,,,,,,,,,,2973,31772962,48646.99,112538.56,237351,42210.23,4220795,267564.92,98001357,17827525.78,49242.59,0.88,8019816,533838.69,5305.16,0.51,110479319,18671139.62,364322.9,0.84,4,0.1852175,35924,2219.3673745,21.3748745,35928,21.560092
29-05-2025,312675818.00,109943458.00,556058537620347.62,650338013963.10,194538010.00,15964654667.57,41916342.9550,4738240.00,82318.14,82160.85,82239.49,42617.27,43517.78,43067.52,7828122.14,643050.19,606383.60,7864788.74,88177417,166068,173355,251015598,244653920,,,,,,,,,,,2980,33671164,38479.04,107376.52,344892,62001.4,3524112,222269.28,307103785,55240378.56,59536.19,0.79,5572033,365475.2,5497.61,0.53,316544822,55890124.44,349304.48,0.79,25,1.2968725,53254,3358.8839585,22.4522085,53279,23.749081
30-05-2025,44557329.00,24258932.00,76942662517422.50,411060127726.75,505183440.00,41354381994.86,47796194.4728,9896376.00,48741.84,44889.48,46815.66,51224.09,50777.74,51000.91,7864788.21,726970.19,683047.44,7908710.97,17632082,74064,70166,251015598,244653920,,,,,,,,,,,2986,38839072,66046.94,168794.74,131712,23664.18,1456328,91465.65,39639982,7363159.98,34086.12,0.91,4917347,331106.27,7019.89,0.5,46145369,7809396.08,156235.84,0.85,26,1.591005,43292,2534.3225055,28.1315055,43318,29.7225105
02-06-2025,59054880.00,30195324.00,103671542101440.41,508379002976.10,1238157850.00,100978455655.34,54921104.2900,22377414.00,49251.10,48004.81,48627.96,44814.66,44894.83,44854.75,7905627.19,681309.76,620643.52,7966293.43,21391716,83454,83268,251015598,244653920,,,,,,,,,,,3038,36653660,52708.86,107705.36,155651,28070.75,1139019,73123.23,54049773,10028808.58,43969.43,0.75,5005107,338345.63,6868.47,0.47,60349550,10468348.19,152031.88,0.72,38,2.28918,33125,1883.475835,29.584585,33163,31.873765
03-06-2025,70203370.00,35379566.00,124742568748945.84,518966477271.25,5429519980.00,440500443601.02,61082869.1730,66257610.00,51358.49,45566.53,48462.51,46110.67,42739.62,44425.15,7966275.64,722350.94,586831.58,8101795.01,23119889,98262,90849,251015598,244653920,,,,,,,,,,,3025,36193668,57937.28,116211.91,177461,32055.74,1197215,77495.51,65501809,12151052.89,45579.68,0.82,4701561,323203.99,6316.97,0.5,71578046,12583808.13,161447.9,0.8,30,1.62446,31657,1843.948992,18.878992,31687,20.503452
04-06-2025,79501343.00,31426645.00,141714805683313.19,366358766572.65,131101250.00,10730228827.67,39930212.8683,2988298.00,36896.15,37107.45,37001.80,45239.42,46177.02,45708.22,8101794.76,646022.81,634536.75,8113280.81,27784863,53448,54202,251015598,244653920,,,,,,,,,,,3004,33412223,43913.6,110840.02,94783,17004.52,1040602,64775.97,75015181,13873000.16,30804.35,0.79,4486162,298480.41,5831.53,0.46,80636728,14253261.06,118416.37,0.77,8,0.43541,43422,2661.387824,27.847574,43430,28.282984
05-06-2025,285386611.00,90295796.00,524104268913838.69,688707437436.15,257559810.00,21081080214.05,45786013.5453,5886157.00,55881.98,57813.73,56847.85,48339.77,49617.39,48978.58,8111940.94,740935.02,731155.06,8121720.90,83158451,95254,95220,251015598,244653920,,,,,,,,,,,2995,34199340,39603.29,117115.84,166759,30424.91,1181879,77344.87,280260774,52057613.15,62046.62,0.76,5125837,352813.75,6824.12,0.47,286735249,52518196.68,176640.52,0.76,5,0.78918,80424,5049.6884515,22.0322015,80429,22.8213815
06-06-2025,69856455.00,35829285.00,121310442888219.70,559243131203.10,748390430.00,61515209896.29,48386152.7222,13904382.00,65883.15,71103.67,68493.41,52265.73,55019.36,53642.54,8121695.79,1021670.37,1055384.17,8087981.99,25393208,136444,143589,251015598,244653920,,,,,,,,,,,3020,36279544,44492.1,132540.83,257461,46026.33,1654477,110606.53,62405158,11600134.52,46327.51,0.72,7451297,530909.77,9596.81,0.45,71768393,12287677.15,212557.18,0.69,15,1.085512,71466,4386.1396265,25.5968765,71481,26.6823885
09-06-2025,45355010.00,22397511.00,76601775703363.25,322780127393.25,797135630.00,65769117744.40,52260622.0458,12153255.00,43097.68,42890.77,42994.22,52164.08,50817.98,51491.03,8088860.01,805024.89,797590.03,8096294.87,16677589,52334,47287,251015598,244653920,,,,,,,,,,,3081,36138088,52108.51,117745.56,99054,17975.87,1350210,89854.56,38190961,7141074.27,23044.34,0.86,7164049,519103.3,9233.67,0.42,46804274,7768008,140108.44,0.77,16,1.154258,65840,3916.311968,29.083468,65856,30.237726
10-06-2025,53934654.00,24441914.00,92902429704756.25,293708004259.80,5136014180.00,423346053428.13,56125090.9993,48650949.00,40495.80,38683.11,39589.46,48186.29,47756.37,47971.33,8096294.63,823808.19,730252.21,8189850.61,17716492,49111,46582,251015598,244653920,,,,,,,,,,,3013,34684429,49807.68,115862.94,87671,15977.19,1277603,84602.74,47075437,8816725.11,21302.38,0.95,6859217,473517.86,8068.42,0.43,55299928,9390822.9,129950.73,0.87,5,0.2814,83158,4681.567859,21.878609,83163,22.160009
11-06-2025,104095682.00,41011845.00,186787681478288.56,450531639057.65,177960190.00,14781781584.14,40637997.8985,3914066.00,48770.39,49469.36,49119.88,55957.46,50351.62,53154.54,8189850.52,821895.82,727675.26,8284071.09,35388311,57272,65035,251015598,244653920,,,,,,,,,,,3028,38583304,67735.73,124232.01,110299,20177.32,1280775,84386.48,96565981,18156160.21,36651.42,0.82,7529701,522607.94,8401.74,0.46,105486756,18783331.95,149616.96,0.79,11,0.8443375,84076,4933.7386815,25.1456815,84087,25.990019
12-06-2025,307710619.00,92894387.00,568231001335749.12,683356562524.21,282599220.00,23287947701.67,41804514.9991,6362852.00,64084.53,58678.84,61381.68,45786.75,42041.74,43914.24,8284071.09,754051.52,605536.63,8432585.98,89457659,106152,94221,251015598,244653920,,,,,,,,,,,2992,36875664,57080.44,117580.76,190997,35023.57,1392006,90548.38,300315775,56316968.49,61071.82,0.93,7394844,506131.64,7263.84,0.54,309293622,56948672.08,193907.61,0.92,14,0.80586,69013,3963.7961755,27.4896755,69027,28.2955355
13-06-2025,58067417.00,31292160.00,98459569562933.31,454866513859.60,633437270.00,51424528234.06,43059643.0185,11900813.00,47523.70,46130.39,46827.04,40602.61,40638.79,40620.70,8432572.40,568983.89,606000.38,8395555.91,20945417,75215,71926,251015598,244653920,,,,,,,,,,,2992,35010629,47810.3,104981.8,156669,28174.88,1329998,88114.38,50551881,9325739.85,38154.08,0.84,7515536,520217.1,7332.57,0.55,59554084,9962246.21,161775.91,0.8,75,4.71831,782670,38268.4911165,69.8576165,782745,74.5759265
16-06-2025,67958275.00,33593920.00,117086101017143.05,431327926483.95,1184632710.00,96787058126.40,50599974.2623,19214419.00,46136.37,49517.54,47826.96,36383.93,37563.41,36973.67,8395551.10,562361.73,602989.08,8354923.75,24410809,78409,89437,251015598,244653920,,,,,,,,,,,3042,31582135,42680.7,91120.68,156862,28488.31,1233255,79824.38,60362727,11204460.25,36444.66,0.73,7595548,504149.85,6688.13,0.47,69348392,11816922.79,151445.48,0.7,100,6.17261,55640,3461.492502,13.287502,55740,19.460112
17-06-2025,61016840.00,28452295.00,104805365419885.84,321085358731.10,5575984740.00,455064937115.27,55473796.2660,53251258.00,38358.08,35895.79,37126.94,38070.34,36908.16,37489.25,8354887.42,632106.16,584144.18,8402849.41,19891894,54679,50121,251015598,244653920,,,,,,,,,,,2995,30440001,45949.63,103108.95,105198,19103.96,1127536,73647.57,53754998,9986666.91,25694.34,0.88,7261842,493869.64,6414.2,0.5,62249574,10573288.08,124860.07,0.82,188,12.255734,7417,454.327303,17.851303,7605,30.107037
18-06-2025,109482844.00,44021001.00,193901886854173.38,486524780891.30,176667580.00,14454289108.34,38543460.5087,4191223.00,47905.24,46586.93,47246.09,35706.40,34707.86,35207.13,8402830.95,569609.65,518560.19,8453880.41,38728019,64693,66119,251015598,244653920,,,,,,,,,,,2993,28588802,35550.97,89892.68,124959,22692.37,1179714,76546.19,101701271,18868515.23,42544.37,1,7781573,521673.45,6108.11,0.49,110787517,19489427.24,147891.04,0.95,88,5.60608,18710,1017.359009,28.235009,18798,33.841089
19-06-2025,274693974.00,72047975.00,500666511792389.75,443574434384.50,186468260.00,15194284666.46,38957033.4119,4301179.00,43134.65,43478.19,43306.42,35813.44,36517.17,36165.31,8453880.05,563200.89,579960.03,8437120.91,74632604,51732,56540,251015598,244653920,,,,,,,,,,,2986,32244849,40375.84,90377.46,107583,19358.82,1364018,85957.28,266518179,49521017.74,38570.65,0.95,8175795,545633.44,5786.79,0.55,276165575,50171967.28,149673.54,0.94,76,5.424389,22895,1213.8821685,14.4601685,22971,19.8845575
20-06-2025,73623735.00,37627974.00,123385978533135.14,481539135125.80,705171670.00,57932380023.47,46742278.1892,12950793.00,58207.65,62076.07,60141.86,38251.43,42334.40,40292.92,8437113.98,513081.49,632705.17,8317490.30,25494366,106654,112752,251015598,244653920,,,,,,,,,,,2989,37023931,49194.13,159097.27,216075,39558.45,2165279,139765.86,63210216,11630895.97,41451.12,0.76,10413519,707701.88,6702.8,0.49,76005089,12517922.16,227478.23,0.72,42,3.186214,58312,2779.0854815,18.2884815,58354,21.4746955
23-06-2025,81905998.00,39605897.00,138769945271512.92,480301752471.80,1115460510.00,91232633007.96,52077431.3514,19154028.00,69283.78,65675.87,67479.83,38725.33,39668.90,39197.12,8317489.51,594622.95,579875.75,8332236.71,27467298,114511,104266,251015598,244653920,209313,6688473451.52,79296,4609403305.57,288609,,,,,,3019,30175765,33803.46,90775.26,249656,45814.52,4747365,313494.12,71179116,13137018.78,40983.69,0.82,10726882,739975.75,7046.49,0.5,86903019,14236303.17,407338.82,0.77,80,5.09926,38046,1930.99684025,18.82209025,38126,23.92135025
24-06-2025,118702740.00,55705517.00,207708293237728.50,616064101250.90,7003445430.00,573877224854.93,61586108.9431,84961464.00,83553.40,81649.54,82601.47,42962.52,42979.71,42971.11,8332236.37,707590.09,651783.04,8388043.42,36488224,150226,146428,251015598,244653920,90711,10832276320.52,45500,3182287745.86,136211,,,,,,3002,34644903,45216.77,111594.12,365747,68094.51,5218277,344154.93,107544038,20015916.01,54592.11,0.93,11158702,754913.32,7014.3,0.48,124286764,21183078.77,473855.85,0.88,172,10.295866,43675,2143.1683745,20.1333745,43847,30.4292405
25-06-2025,122949669.00,49758857.00,216723393329547.44,501261489106.85,167565680.00,13911504898.97,40031227.0312,3955597.00,69359.09,71624.20,70491.64,41160.87,41268.74,41214.81,8378969.74,660928.91,609132.22,8430766.43,40697829,78355,94224,251015598,244653920,474201,6957535554.02,73332,3498493113.64,547533,,,,,,3012,33685310,48678,101657.64,216232,40376.48,4383724,293295.61,113364422,20993340.89,43604.21,0.87,9585247,678998.44,6521.94,0.48,127549625,22006011.42,383798.24,0.83,90,5.591452,63154,2786.919225,19.908975,63244,25.500427
26-06-2025,374669838.00,125215354.00,685253939059631.50,876934459750.35,289455430.00,24157333687.14,43587318.1004,7536992.00,98251.74,104926.91,101589.33,41185.02,44543.60,42864.31,8420773.81,638092.47,639806.69,8419059.59,100814934,149440,173798,251015598,244653920,101625,4630738775.76,47323,3267414504.12,148948,,,,,,3005,34221161,44604.74,118579.67,326825,61652.27,3913493,264329.32,368505396,68080366.28,80731.62,0.91,6164442,445027.63,6961.83,0.5,378910156,68851375.5,413675.04,0.9,63,4.077008,41585,2229.8983875,27.8033875,41648,31.8803955
27-06-2025,51927272.00,24910878.00,93911785177034.41,406800943091.15,524858710.00,44018339166.85,45418787.2090,9886416.00,51781.64,51685.14,51733.39,46351.69,49068.09,47709.89,8408094.83,715056.69,728080.06,8395071.47,19735186,56755,59455,251015598,244653920,102248,4615617938.04,47060,2356068223.23,149308,,,,,,3004,39986710,50496.51,153035,107513,20982.61,1591143,113997.66,46841660,9009867.02,32185.1,0.85,5085612,381311.5,8494.99,0.47,53625928,9526158.79,175660.36,0.81,77,6.428056,122005,5374.538981,40.703231,122082,47.131287
30-06-2025,63998970.00,28633293.00,118467981746510.70,408119288058.20,1071058450.00,89826731196.91,51391013.1969,16434056.00,49235.15,42345.45,45790.30,43742.46,45545.02,44643.74,8386200.77,720384.21,641999.82,8464585.16,23233037,72677,79436,251015598,244653920,262508,8562805777.32,79177,4853837241.26,341685,,,,,,3066,36152212,44041.13,108191.76,132573,25722.2,1049190,74949.22,59952819,11547849.92,34383.23,0.96,4046151,298948.25,6428.7,0.45,65180733,11947469.59,141483.35,0.91,55,2.83554,145083,6054.860859,28.786859,145138,31.622399
01-07-2025,53076335.00,23095561.00,96861031598443.75,296188322474.25,5237697530.00,438535598655.98,54841291.9479,48283479.00,40028.90,37720.06,38874.48,42900.61,41011.90,41956.26,8455596.86,719851.66,629017.51,8546431.00,17986320,34926,38971,251015598,244653920,261738,6759791477.17,102890,6563183196.90,364628,,,,,,3038,33698986,43804.36,100839.71,77305,15069.94,1081805,78187.26,48669490,9350004.72,22746.17,0.92,4406845,336098.44,6872.66,0.43,54235445,9779360.36,122876.03,0.87,52,2.91553,90013,3883.128221,25.313221,90065,28.228751
02-07-2025,108047418.00,40682464.00,201888773003149.66,470712163106.90,205566840.00,17249222294.56,42842184.4357,4598610.00,54269.24,50689.40,52479.32,41534.20,41885.74,41709.97,8538137.81,673604.02,589749.83,8621992.00,40023158,76294,64181,251015598,244653920,162448,7626124620.20,59106,2762098970.98,221554,,,,,,3052,33703555,44744.67,105117.16,125226,24338.56,1147973,80806.9,103471465,19854424.18,40450.1,1.05,4575953,334453.12,6621.12,0.45,109320617,20294022.76,152216.68,1.02,77,6.475356,137837,6065.9638325,37.6635825,137914,44.1389385
03-07-2025,318109449.00,93533357.00,604287885146392.75,672563284013.96,315178260.00,26415177658.74,41189083.6466,7078329.00,54665.36,52756.53,53710.94,38920.08,38248.92,38584.50,8613377.05,627704.56,580687.00,8660394.61,94302373,67223,59334,251015598,244653920,138029,5946704150.09,46764,3969336220.45,184793,,,,,,3050,30985426,39555.03,96738.82,128271,24824.18,975279,69032.8,314005947,60123940.47,61511.19,0.86,4103502,304848.05,5745.14,0.43,319212999,60522645.5,161113.31,0.85,33,1.89062,78712,3922.500622,30.841372,78745,32.731992
04-07-2025,56079858.00,27456397.00,102250297422863.45,394279572400.45,685583760.00,57244860681.43,46947563.9804,12003676.00,44344.72,43387.53,43866.12,41391.44,38472.76,39932.10,8651969.88,635377.32,609372.89,8677974.30,21537026,57698,51541,251015598,244653920,113096,5699246797.14,45345,2514860026.34,158441,,,,,,3037,29784380,36358.68,88820.82,98399,19036.32,974049,69111.82,51613533,9893410.26,33007.84,0.95,4466325,331619.49,6420.12,0.46,57152306,10313177.89,127576.1,0.9,31,4.450247,95343,4491.776599,22.139099,95374,26.589346
07-07-2025,49421960.00,22563710.00,90668793082320.34,291636925269.60,931956490.00,77915557791.04,46146164.6143,13793009.00,33283.59,32256.79,32770.19,31523.40,33044.48,32283.94,8671146.53,572463.68,536992.08,8706618.13,18371672,45568,39756,251015598,244653920,1088142,15269218904.20,103605,3974411636.18,1191747,,,,,,3076,28763798,46045.79,76916.2,78210,15189.85,808058,57071.23,45877256,8802127.09,24501.38,0.84,3544704,264752.22,4662.31,0.42,50308228,9139140.39,101424.77,0.8,61,3.52068,134240,6434.128547,40.080547,134301,43.601227
08-07-2025,50108951.00,22176965.00,90944558281803.09,275916209884.35,5517177440.00,461057600518.32,52482492.0066,50844181.00,35471.64,34097.91,34784.77,35645.42,36081.48,35863.45,8698649.63,579028.50,540247.41,8737430.72,17979465,49280,42881,251015598,244653920,148576,6724204020.47,48106,3767713310.67,196682,,,,,,3042,31431788,47539.33,91044.19,82357,15986.85,1010548,71522.69,45616304,8754457.23,21185.61,0.79,4492647,339998.59,6406.01,0.53,51201856,9181965.36,115101.16,0.76,142,8.25292,73511,3873.52895425,32.01620425,73653,40.26912425
