Date,NSE_NO_OF_CONT,NSE_NO_OF_TRADE,NSE_NOTION_VAL,NSE_PR_VAL,BSE_TTL_TRADED_QTY,BSE_TTL_TRADED_VAL,BSE_AVG_TRADED_PRICE,BSE_NO_OF_TRADES,NSE_CAT_RETAIL_BUY_CR,NSE_CAT_RETAIL_SELL_CR,NSE_CAT_RETAIL_AVG_CR,NSE_EQ_RETAIL_BUY_CR,NSE_EQ_RETAIL_SELL_CR,NSE_EQ_RETAIL_AVG_CR,NSE_MRG_OUTSTANDING_BOD_LAKHS,NSE_MRG_FRESH_EXP_LAKHS,NSE_MRG_EXP_LIQ_LAKHS,NSE_MRG_NET_EOD_LAKHS,NSE_CLT_TOTAL_LONG_CONT,NSE_CLT_FUT_IDX_LONG,NSE_CLT_FUT_IDX_SHORT,NSE_REG_INVESTORS,BSE_REG_INVESTORS,NSE_MFSS_NOS_OF_SUB_ORDER,NSE_MFSS_TOT_SUB_AMT,NSE_MFSS_NOS_OF_RED_ORDER,NSE_MFSS_TOT_RED_AMT,NSE_MFSS_TOT_ORDER,NSE_EQUITY_TOTAL_NO_OF_ORDERS,NSE_FO_TOTAL_NO_OF_ORDERS,NSE_COMMODITY_TOTAL_NO_OF_ORDERS,NSE_MF_NO_OF_ORDERS,NSE_MF_NOTIONAL_TURNOVER,NSE_TBG_CM_NOS_OF_SECURITY_TRADES,NSE_TBG_CM_NOS_OF_TRADES,NSE_TBG_CM_TRADES_QTY,NSE_TBG_CM_TRADES_VALUES,NSE_TBG_FO_INDEX_FUT_QTY,NSE_TBG_FO_INDEX_FUT_VAL,NSE_TBG_FO_STOCK_FUT_QTY,NSE_TBG_FO_STOCK_FUT_VAL,NSE_TBG_FO_INDEX_OPT_QTY,NSE_TBG_FO_INDEX_OPT_VAL,NSE_TBG_FO_INDEX_OPT_PREM_VAL,NSE_TBG_FO_INDEX_OPT_PUT_CALL_RATIO,NSE_TBG_FO_STOCK_OPT_QTY,NSE_TBG_FO_STOCK_OPT_VAL,NSE_TBG_FO_STOCK_OPT_PREM_VAL,NSE_TBG_FO_STOCK_OPT_PUT_CALL_RATIO,NSE_TBG_FO_TOTAL_FO_QTY,NSE_TBG_FO_TOTAL_FO_VAL,NSE_TBG_FO_TOTAL_TRADED_PREM_VAL,NSE_TBG_FO_TOTAL_PUT_CALL_RATIO,NSE_TBG_COM_FUT_QTY,NSE_TBG_COM_FUT_VAL,NSE_TBG_COM_OPT_QTY,NSE_TBG_COM_OPT_VAL,NSE_TBG_COM_OPT_PREM,NSE_TBG_COM_TOTAL_QTY,NSE_TBG_COM_TOTAL_VAL
14-02-2025,83199547.00,42907409.00,131615721440618.28,584672367700.80,725677320.00,55239015225.53,28812926.0581,13244441.00,54362.18,54040.54,54201.36,31853.47,30775.02,31314.25,7645301.23,371338.92,475270.52,7541369.64,29924641,103979,100941,251015598,244653920,,,,,,,,,,,2948,41298958,31923.99,85658.47,210753,34097.72,1495859,87337.04,74239087,12606445.03,50723.27,1.04,8960460,555127.12,7743.97,0.71,84906159,13283006.91,179902,1,6,0.37329,763315,49322.268071,49.161071,763321,49.534361
17-02-2025,,,,,1097228780.00,83377030273.54,33198880.7651,18926150.00,45360.64,45641.29,45500.96,28452.66,30156.13,29304.40,7541273.01,338706.37,472420.44,7407558.95,27373712,84096,85956,251015598,244653920,,,,,,,,,,,2972,45382646,31706.5,82681.35,181268,29211.62,1379308,79063.44,71305517,12068632.55,45232.83,0.89,8002979,488098.99,6574.18,0.65,80869072,12665006.6,160082.07,0.86,14,0.86633,254517,15620.377598,19.687098,254531,20.553428
18-02-2025,72296005.00,35065346.00,114521613091769.75,419989429067.25,4888978280.00,371359461992.90,35518707.8612,54897956.00,39117.92,39345.60,39231.76,27693.69,28187.22,27940.46,7407494.20,336414.19,439253.57,7304654.83,24473064,70768,68894,251015598,244653920,,,,,,,,,,,2943,37474469,27830.01,84876.07,144988,23380.39,1248032,71687.24,64759247,10991115.84,36019.69,0.93,7536758,461045.47,5979.25,0.61,73689025,11547228.94,137066.57,0.89,202,12.7952,44337,2879.7965255,29.0777755,44539,41.8729755
19-02-2025,120088480.00,50657549.00,195377720039931.69,534567841936.70,163851520.00,12490995420.39,28701059.7402,3606328.00,49811.09,49013.54,49412.32,30974.81,31167.73,31071.27,7304618.75,368109.42,376591.22,7296136.95,41923737,87285,85994,251015598,244653920,,,,,,,,,,,2938,38570327,28589.15,84203.85,176931,28559.64,1593789,93804.64,111856245,19026077.81,47079.7,0.98,8232235,511694.2,6377.08,0.61,121859200,19660136.29,175821.06,0.95,55,3.45372,60831,3873.551412,31.051912,60886,34.505632
20-02-2025,194486764.00,61071079.00,323872590606715.12,415378575232.66,136699400.00,10402216541.99,28706071.9035,2758748.00,42057.21,41330.62,41693.92,29766.03,29872.99,29819.51,7296122.58,388561.32,421280.24,7263403.66,57990539,57931,55027,251015598,244653920,,,,,,,,,,,2911,35402619,25648.33,80372.2,118678,19230.65,1784793,105110.97,186703201,31909188.31,35848.2,0.9,7783563,478070.75,5689.65,0.59,196390235,32511600.68,165879.47,0.89,2,0.12594,64055,4322.51793,35.29243,64057,35.41837
21-02-2025,73278227.00,36628856.00,110748441847507.23,437644233199.75,448560280.00,33770777596.23,32759011.3568,7709527.00,54180.83,53607.86,53894.35,32968.07,30929.59,31948.83,7263314.70,417108.21,384870.94,7295551.97,25777539,94746,102665,251015598,244653920,,,,,,,,,,,2926,37127840,28113.3,85627.7,227675,36408.87,4139198,241029.39,63370593,10470247.33,37105.18,1.04,9907634,604596.86,6659.24,0.65,77645100,11352282.45,321202.68,0.98,1,0.294225,81025,5483.1491235,46.3291235,81026,46.6233485
24-02-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,2982,33751494,22678.09,71947.32,304452,48451.07,4899596,283482.39,73010893,11971404.15,35452.11,0.86,8855661,541206.11,5879.33,0.69,87070602,12844543.72,373264.9,0.84,1,0.290538,75085,4867.187992,35.992992,75086,36.28353
25-02-2025,78963023.00,33742145.00,121021393820209.30,288460740914.30,4031137810.00,294869808617.48,41314422.4850,39720054.00,51022.76,51909.11,51465.93,25834.17,24962.77,25398.47,7282848.06,356391.30,346096.60,7293142.75,24703971,97986,97931,251015598,244653920,,,,,,,,,,,2929,31256783,22137.03,75029.98,262628,42160.35,4493836,256804.09,71423501,11642671.78,23495.43,0.85,7539522,459467.6,5350.64,0.64,83719487,12401103.82,327810.51,0.83,1,0.2862,80708,5268.8695245,46.9960245,80709,47.2822245
26-02-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.590485,29509,1816.4460625,31.1660625,29515,31.7565475
27-02-2025,232047003.00,70623401.00,358034172877077.88,388056953667.80,98972900.00,7410439033.99,23328554.7828,2036003.00,76948.84,81731.44,79340.14,29610.43,29016.20,29313.32,7293120.29,378628.02,406712.11,7265036.20,69852050,164883,164527,251015598,244653920,,,,,,,,,,,2952,37820204,27652.51,94080.41,340598,54264.11,4828842,274866.32,225939193,35425652.93,31457.37,1.04,6107810,377764.36,7348.33,0.78,237216443,36132547.72,367936.13,1.03,7,0.61355,104909,6778.1007665,49.6082665,104916,50.2218165
28-02-2025,68951052.00,33082776.00,108038536530610.70,480054974193.20,664234410.00,49065550038.47,27075865.9424,10733875.00,51138.25,48439.39,49788.82,35406.13,35348.68,35377.40,7265023.42,393825.14,526186.26,7132662.29,24368715,111006,101967,251015598,244653920,,,,,,,,,,,2988,49683389,43647.16,153463.52,220922,35019.49,1872823,102860.4,62716958,10432339.54,40340.47,1.03,6234094,371514.12,7665.02,0.78,71044797,10941733.55,185885.38,1.01,3,0.405188,195261,13351.7022355,58.5367355,195264,58.9419235
03-03-2025,76070097.00,35869977.00,119575124922570.84,461384793963.35,1437696290.00,105454549665.07,30487460.3289,20826926.00,46726.45,47785.28,47255.87,31889.26,34770.15,33329.71,7132660.42,371027.44,571757.69,6931930.17,26945506,83573,87043,251015598,244653920,,,,,,,,,,,3035,46740282,36099.68,94975.36,174989,27458.54,1592252,86874.87,70157483,11613259.63,39161.17,0.95,5912614,344252.87,6977.31,0.7,77837338,12071845.91,160471.89,0.93,11,0.897481,205422,13922.626076,62.525326,205433,63.422807
04-03-2025,62247807.00,28387865.00,97470124409190.30,342830864567.80,5014230440.00,366016007360.82,33784506.8630,48058645.00,35842.01,36043.64,35942.82,30905.77,31665.39,31285.58,6931894.54,380296.43,435906.30,6876284.67,20898363,71080,65738,251015598,244653920,,,,,,,,,,,2970,39015699,31424.99,87916.38,137219,21328.46,1282238,69913.4,57370576,9464664.53,28687.8,0.83,4877231,282347.91,5595.28,0.66,63667264,9838254.3,125524.94,0.81,16,0.88961,143545,8961.523601,61.169101,143561,62.058711
05-03-2025,122311429.00,48541868.00,196695631348036.16,536748587418.65,216280850.00,15992149924.50,25713274.0572,4374877.00,51093.46,51729.34,51411.40,34572.24,35316.99,34944.61,6876284.34,436192.11,468434.34,6844042.11,43297704,83933,82220,251015598,244653920,,,,,,,,,,,2979,38758532,32818.75,96043.58,158040,25176.04,1573173,88463.77,115877370,19286168.44,45924.79,0.88,6434059,383394.7,7750.07,0.55,124042642,19783202.95,167314.67,0.86,30,1.95076,209313,12122.58173275,81.03923275,209343,82.98999275
06-03-2025,290455643.00,87297600.00,481289355630958.38,650601965953.35,313896240.00,23227188578.35,28565259.7879,6105758.00,53118.20,55105.11,54111.65,34354.28,33452.49,33903.38,6844042.11,458110.77,436488.38,6865664.50,83797605,82611,89956,251015598,244653920,,,,,,,,,,,3007,37796076,31365.07,94950.1,186006,30058.76,1500857,85349.46,284686794,47782949.56,58635.83,0.96,5768849,345986,6424.37,0.58,292142506,48244343.78,180468.42,0.95,13,0.75528,151920,9409.41518375,73.05593375,151933,73.81121375
07-03-2025,71984413.00,34929195.00,114644419845339.30,469708631166.80,764594620.00,56888164248.21,28477215.1691,12602314.00,45877.50,45197.48,45537.49,33505.20,32446.47,32975.83,6865664.50,444415.70,414423.73,6895656.47,26811817,73338,74190,251015598,244653920,,,,,,,,,,,3000,34589239,30749.84,82344.2,143944,23073.6,1208066,67932.96,66461867,11134256.64,41155.09,0.92,5522546,330185.35,5815.78,0.6,73336423,11555448.55,137977.43,0.89,16,0.94026,244011,15556.155236,68.180236,244027,69.120496
10-03-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,2999,33614460,29387.17,77908.06,137028,21780.14,1320423,73652.35,75605017,12673297.79,38495.28,1,6108984,364169.19,6338.04,0.65,83171452,13132899.47,140265.81,0.97,18,1.2558675,216306,13476.8958075,53.6228075,216324,54.878675
11-03-2025,79924478.00,38392911.00,126359042405323.25,418462848878.25,5441132410.00,402890456051.66,38822300.1802,50176837.00,41861.67,42329.96,42095.82,30184.27,31206.55,30695.41,6925823.81,384848.69,409058.90,6901613.60,25193413,75640,74436,251015598,244653920,,,,,,,,,,,2972,34044930,29555.17,86056.6,148931,23468.04,1565542,82170.19,73654551,12283904.33,35397.59,0.88,6269927,351999.91,6448.7,0.64,81638951,12741542.47,147484.52,0.86,15,1.5822,287155,17348.7695625,55.5690625,287170,57.1512625
12-03-2025,139879329.00,57403182.00,227152495933926.88,543261041831.85,250646510.00,18599937881.63,27878546.9570,5124194.00,48411.66,47615.24,48013.45,31421.51,30732.92,31077.21,6901614.45,408899.18,404848.96,6905664.67,45795872,79005,72948,251015598,244653920,,,,,,,,,,,2979,31766482,31296.39,85531.56,144798,22960.49,1413055,79889.36,133137296,22308334.56,48398.15,0.92,6742033,406915.03,5927.95,0.63,141437182,22818099.44,157175.95,0.9,6,0.59195,1005446,60902.478781,73.213781,1005452,73.805731
13-03-2025,258881082.00,79024176.00,429494675664025.00,499685251797.46,285384490.00,21163898503.12,28753989.2674,5279936.00,39037.28,38820.11,38928.69,27288.23,26812.84,27050.53,6905664.67,376917.10,375236.41,6907345.36,76163136,57563,61611,251015598,244653920,,,,,,,,,,,2971,29245158,27702.37,72307.78,117553,18698.79,1051217,58977.4,253785932,42645665.9,45646.86,0.95,5095150,303801.67,4321.67,0.62,260049852,43027143.76,127644.72,0.94,13,1.003475,127736,7810.074555,42.066055,127749,43.06953
14-03-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.3492,34058,2087.0051085,20.7026085,34064,21.0518085
17-03-2025,71644045.00,33039634.00,113108084646094.20,384544947746.70,1300434330.00,96478776628.64,31976725.7835,17561888.00,37060.98,38404.09,37732.54,26073.81,27620.81,26847.31,6907344.63,376272.16,412188.70,6871428.10,26630693,64336,69618,251015598,244653920,,,,,,,,,,,3002,31373489,28294.22,75425.05,122990,19659.31,1109628,63633.89,65714112,10950790.73,33797.02,1.01,5929933,360017.73,4657.47,0.6,72876663,11394101.66,121747.69,0.97,15,0.88084,103551,6212.0029275,24.0679275,103566,24.9487675
18-03-2025,83957566.00,36924299.00,132954037673226.56,411748937694.05,5589446690.00,419138951173.24,40290397.8922,55406588.00,44659.85,50233.08,47446.46,31354.05,35369.59,33361.82,6871428.10,423464.78,514379.52,6780513.36,28410862,93993,117112,251015598,244653920,,,,,,,,,,,3043,33085874,34119.26,89218.8,209372,33334.85,1385747,80179.45,76850738,12864460.96,35667.42,0.98,7106828,430942.8,5507.47,0.58,85552685,13408918.06,154689.19,0.94,88,5.423476,26601,1589.26533925,23.82246425,26689,29.24594025
19-03-2025,113660469.00,47654398.00,182627115030096.00,493555075996.00,169102260.00,12757786954.48,27377981.1057,3550135.00,51326.75,54136.01,52731.38,41011.78,41538.38,41275.08,6773917.46,540227.36,539667.66,6774477.17,41661266,71308,87621,251015598,244653920,,,,,,,,,,,3001,37473878,43257.4,103795.93,159554,25567.35,1593826,92162.22,104752131,17719993.02,42319.83,0.96,8908338,542718.48,7035.68,0.55,115413849,18380441.07,167085.08,0.92,67,4.107745,45732,2741.6274265,40.2038015,45799,44.3115465
20-03-2025,267093253.00,83393313.00,448227559303547.88,593091766397.85,254634610.00,19326270953.29,29550778.1331,4898009.00,57282.43,62426.29,59854.36,40366.10,40235.88,40300.99,6767352.63,551757.97,505729.44,6813381.17,81813307,89240,112279,251015598,244653920,,,,,,,,,,,2996,38640624,36490.35,104175.74,199806,33020.76,1932686,113485.25,256955582,44196655.99,51673.36,1.01,10137671,626099.94,7635.82,0.58,269225745,44969261.94,205815.19,0.99,9,0.44816,53879,3321.56328625,44.98478625,53888,45.43294625
21-03-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,3001,45315735,55705.07,159843.62,198248,32790.37,2583009,156681.28,83894719,14208980.21,46297.65,0.86,12010130,755453.34,8237.35,0.56,98686106,15153905.2,244006.65,0.81,17,1.055675,52897,3382.375948,36.884948,52914,37.940623
24-03-2025,108954524.00,51979032.00,173074554915766.84,595603336801.85,1359053590.00,105020992040.23,40526487.4951,19424517.00,72773.68,74026.40,73400.04,43782.61,44992.40,44387.51,6792036.68,633098.36,607594.08,6817540.96,37631904,115700,124219,251015598,244653920,,,,,,,,,,,3043,40080241,41900.47,108223.07,277052,46051.84,4780910,288772.57,97370561,16575303.99,51119.66,0.78,11583963,732151.5,8440.67,0.53,114012486,17642279.9,394384.74,0.75,5,0.29719,90751,5799.57613825,60.10001325,90756,60.39720325
25-03-2025,106083272.00,52505477.00,170688777937686.31,559769564766.30,6395472300.00,493432023184.01,50370380.9887,71949124.00,71348.02,70454.21,70901.12,39670.57,39363.44,39517.01,6817540.96,590281.88,528932.79,6878890.05,35237325,119019,123373,251015598,244653920,,,,,,,,,,,3017,40441380,39425.92,108835.63,305530,51403.82,5050166,307608.21,94856644,16345517.13,48333.41,0.91,11226628,723360.67,7643.55,0.57,111438968,17427889.83,414988.99,0.87,10,1.0197115,86071,5336.743448,45.723948,86081,46.7436595
26-03-2025,160622834.00,68508449.00,263415972220376.69,653184395574.20,240232690.00,18730801467.46,32500030.1638,5322242.00,70957.40,68959.26,69958.33,34546.27,35281.55,34913.91,6878563.46,481225.24,484267.70,6875521.00,54013550,106369,103523,251015598,244653920,,,,,,,,,,,3013,35984249,38312.09,93603.74,325776,55057.91,4343751,257615.15,151129896,25760539.47,59135.6,1.04,9492938,581057.76,6182.84,0.62,165292361,26654270.29,377991.5,1.01,38,2.18759,118622,7949.526129,50.007129,118660,52.194719
27-03-2025,329275938.00,104328293.00,543088304442391.81,571684925101.85,195322700.00,15207066031.10,31347966.7101,4133300.00,72590.97,72541.07,72566.02,38097.81,42557.73,40327.77,6875518.21,494183.78,564595.70,6805106.29,87858581,127412,129210,251015598,244653920,,,,,,,,,,,3005,45132782,61653.61,149836.57,263016,44255,4298731,247519.63,323515875,53958234.53,50852.02,1.02,5760063,350595.91,6316.47,0.58,333837685,54600605.07,348943.12,1.01,42,2.756316,103979,6653.965155,44.762655,104021,47.518971
28-03-2025,71926961.00,35843419.00,119555684073323.84,514959219476.35,1143936310.00,88733365340.32,37692259.2036,17494913.00,55586.34,50855.85,53221.09,40654.98,41610.24,41132.61,6804396.23,556982.98,554426.32,6806952.88,26556534,101402,87430,251015598,244653920,,,,,,,,,,,3001,37302311,43922.64,104168.33,185097,31074.25,1533831,89705.59,66160471,11599829.64,43413.5,0.97,5766490,355738.77,8082.42,0.6,73645889,12076348.25,172275.76,0.94,1,0.301455,165715,10868.666135,49.247635,165716,49.54909
31-03-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1.02678,26169,2259.4848835,38.2968835,26186,39.3236635
01-04-2025,80954683.00,37577163.00,135066775007375.34,448019456722.85,5519209610.00,422297370363.94,47129818.2444,58218051.00,53969.59,50691.22,52330.41,31183.96,28090.33,29637.15,6806781.86,463937.69,366466.02,6904253.53,25746527,124403,115679,251015598,244653920,,,,,,,,,,,3014,32428622,50641.27,85431,230454,38460.67,1533413,90263.71,75631132,13175562.6,38168.81,0.92,5323551,331114.9,6633.14,0.64,82718550,13635401.88,173526.33,0.9,17,1.280258,104478,6786.39129725,41.92104725,104495,43.20130525
02-04-2025,112522899.00,45589927.00,189816076189520.09,497977218162.60,212940980.00,16328609522.55,33297763.1433,4368585.00,45240.41,47790.48,46515.45,29326.71,30106.12,29716.42,6904363.46,388223.85,442287.14,6850300.17,39407278,63180,69184,251015598,244653920,,,,,,,,,,,2999,29342992,35502.16,79816.05,123943,20504.94,1265138,73214.51,107411681,18669252.56,43563.9,0.92,5111218,312355.05,6233.83,0.58,113911980,19075327.06,143517.18,0.9,9,0.54867,192927,12778.3615385,71.1727885,192936,71.7214585
03-04-2025,218317875.00,62030285.00,372804516963162.75,445911661717.75,237338610.00,18121028469.13,34705262.9135,4200157.00,46312.72,42500.75,44406.74,38328.44,35036.61,36682.53,6850300.17,530051.31,489534.51,6890816.98,69054549,66924,61780,251015598,244653920,,,,,,,,,,,2992,33239388,35796.05,90488.87,131716,21731.23,1425967,85165.12,212127782,36896139.85,37342.19,1.05,6190093,384311.84,7248.98,0.6,219875558,37387348.04,151487.52,1.03,17,1.20616,204158,13243.05007,100.63357,204175,101.83973
04-04-2025,81814112.00,40020285.00,131316034167405.00,534856430492.50,787663070.00,59657868247.91,35498045.1531,12588710.00,56823.10,53019.21,54921.15,40298.48,32334.44,36316.46,6890816.98,552543.13,454142.53,6989217.58,28852224,99069,89228,251015598,244653920,,,,,,,,,,,2968,39174450,37733.3,103513.15,197819,32610.52,1944604,112606.25,73348030,12611175.7,44478.13,0.94,8466082,520427.71,9007.51,0.68,83956535,13276820.18,198702.41,0.91,35,1.89614,144167,9303.8574705,63.1767205,144202,65.0728605
07-04-2025,91628792.00,52210207.00,143890698738250.91,1052441155415.90,1135762120.00,83579324106.22,39552221.3596,23340140.00,68911.42,72786.33,70848.88,34824.52,36549.75,35687.13,6989205.02,399038.34,587828.67,6800414.69,27217912,182259,184818,251015598,244653920,,,,,,,,,,,3057,52721588,46361.42,124335.3,455679,72743.9,2378479,132395.88,82066785,13823684.05,92769.18,0.62,9562007,565385.82,12474.94,0.77,94462950,14594209.65,310383.9,0.64,43,2.46781,113178,7083.59057,57.81057,113221,60.27838
08-04-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,2976,35089559,33052.64,94247.4,257159,41978.15,1588436,90406.42,94749841,16020764.42,68904.61,0.74,6824902,407457.14,8051.45,0.57,103420338,16560606.13,209340.63,0.73,25,1.31585,132875,8335.51759575,56.70359575,132900,58.01944575
09-04-2025,222851273.00,69966832.00,368377302339070.62,567902297075.60,192705220.00,14262559255.23,33490328.1212,4011830.00,45758.75,43519.57,44639.16,27410.38,25164.91,26287.65,6763947.57,450417.22,372085.84,6842278.96,65729539,83165,75265,251015598,244653920,,,,,,,,,,,2940,31960807,28264.34,80976.59,177091,28365.27,1351761,76953.81,217040013,36484031,49851.38,0.9,5811260,353699.24,6938.85,0.61,224380125,36943049.32,162109.31,0.89,48,2.647145,150525,8815.785363,62.802238,150573,65.449383
10-04-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.58519,31669,1726.5980135,35.7680135,31676,36.3532035
11-04-2025,62141770.00,36103888.00,97597343445722.66,578882056720.15,764861700.00,57464777005.12,40327131.3315,14869495.00,50749.32,52687.47,51718.40,30692.26,31709.21,31200.74,6841968.42,422485.15,483563.11,6780890.45,21703439,97994,103569,251015598,244653920,,,,,,,,,,,2993,35265309,32761.56,94849.81,205878,33974.81,1466766,84792.97,54629127,9298853.23,50074.26,0.86,7512643,460881.11,7813.95,0.56,63814414,9878502.12,176655.99,0.82,17,1.121696,168324,9742.01615525,67.72865525,168341,68.85035125
14-04-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1.721395,56355,3114.011966,42.855091,56383,44.576486
15-04-2025,60674916.00,29003359.00,95196104315632.56,353809630465.05,4080647100.00,312582125595.62,47551553.2428,38651395.00,41339.26,44550.55,42944.90,33677.81,37251.25,35464.53,6780890.45,497669.41,549011.63,6729548.23,19776537,88766,93363,251015598,244653920,,,,,,,,,,,3053,36664108,34118.63,101771.39,179323,29944.44,1623612,97229.95,52745709,9035522.02,28127.38,0.95,7929207,484088.41,7253.58,0.54,62477851,9646784.82,162555.35,0.88,26,1.36995,901362,47376.32131125,71.02731125,901388,72.39726125
16-04-2025,120499315.00,50277659.00,199511019745492.31,533478483497.30,197895200.00,15208534426.22,34905403.3320,4250095.00,54666.20,55001.35,54833.77,35906.65,36075.77,35991.21,6729544.03,528689.46,468285.92,6789947.57,39942038,87346,89054,251015598,244653920,,,,,,,,,,,3010,34334414,34206.17,92099.85,159714,26714.49,1722803,102027.76,111907304,19425504.04,45883.26,0.82,8592011,525597.93,7464.58,0.54,122381832,20079844.22,182090.09,0.8,60,3.42717,89569,4878.25797475,28.86009975,89629,32.28726975
17-04-2025,318773267.00,107222831.00,550468259384594.56,865613738489.55,345017620.00,26788335962.30,39143169.2341,7484515.00,74835.70,81098.11,77966.90,37076.71,39353.42,38215.07,6789934.60,513928.67,527034.82,6776828.45,92814062,137406,152225,251015598,244653920,,,,,,,,,,,3015,35780070,36200.72,102749.6,282595,48331.62,2445722,147639.04,308628842,54402656.16,78582.7,0.89,10144425,644169.78,7978.67,0.54,321501584,55242796.6,282532.03,0.88,190,10.533362,19672,1164.57520275,23.41770275,19862,33.95106475
21-04-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,3053,37284548,45679.54,105396.09,273833,46995.35,5288816,321624.3,77945118,13632941.91,49448.44,0.99,12018882,776223.34,9226.12,0.48,95526649,14777784.9,427294.21,0.9,92,4.93089,33819,2208.7044505,45.3160755,33911,50.2469655
22-04-2025,83342911.00,42832773.00,134586583146575.73,445259361345.75,5103817000.00,406175441749.73,55436114.8730,49901982.00,66354.65,66069.28,66211.96,42367.58,41452.55,41910.07,6764481.22,637421.80,542455.19,6859447.82,28397693,92806,97235,251015598,244653920,,,,,,,,,,,3021,35851927,41710.1,109084.29,272169,47179.45,5095674,315420.85,73087380,12782510.89,36649.85,0.92,10255531,676147.43,7876.08,0.51,88710754,13821258.62,407126.23,0.86,34,2.074265,45425,3070.35638725,53.61063725,45459,55.68490225
23-04-2025,160423984.00,73005091.00,270517936114062.12,674021226769.70,166685760.00,13369452056.23,35344498.8408,3954156.00,85538.72,86763.48,86151.10,44170.42,46749.89,45460.15,6859447.82,605509.56,609165.09,6855792.30,54221374,119351,120045,251015598,244653920,,,,,,,,,,,2970,36725395,39084.93,116245.44,303621,53226.45,5013708,307801.8,149384531,26343188.27,59158.29,0.99,11039453,708605.34,8243.83,0.51,165741313,27412821.86,428430.37,0.95,63,3.089181,68978,4214.628856,83.091106,69041,86.180287
24-04-2025,281453059.00,89899801.00,482942262490568.88,501202390159.05,145021870.00,11649705796.22,38091101.1960,3142037.00,73720.85,73421.91,73571.38,40823.48,40459.94,40641.71,6855790.62,598487.71,504784.53,6949493.80,79815065,107466,112713,251015598,244653920,,,,,,,,,,,2967,34965348,37356.89,108518.96,236863,41335.76,4073534,254323.24,275340658,47897126.87,42559.17,1.06,6112401,397099.38,7561.07,0.53,285763456,48589885.25,345779.24,1.04,45,1.9416825,52170,3245.997432,72.111182,52215,74.0528645
25-04-2025,85740450.00,46129601.00,146969766075157.81,744633716540.30,815594400.00,64681319610.98,48295345.1255,16448794.00,77171.89,77585.30,77378.60,42587.98,45202.23,43895.11,6949493.80,559458.06,541075.64,6967876.22,31295165,158102,154772,251015598,244653920,,,,,,,,,,,2982,41760700,53726.66,113850.06,295634,51413.12,1941067,119373.03,79498572,14288726.04,64507.87,0.97,6241878,408250.57,9955.5,0.7,87977151,14867762.76,245249.52,0.94,13,0.7366215,46277,2756.2253915,46.0086415,46290,46.745263
28-04-2025,,,,,1150150020.00,91534201924.90,52609617.3721,19955503.00,51858.85,55800.18,53829.52,33123.57,38487.44,35805.51,6967859.15,450956.76,538667.69,6880148.23,27326186,91139,100569,251015598,244653920,,,,,,,,,,,3023,32746674,29841.48,90099.31,182717,32171.55,1420575,87436.3,72863416,13150312.65,44631.13,0.88,5130041,335540.91,7850.38,0.56,79596749,13605461.41,172089.36,0.85,6,0.32118,37268,2202.6189935,43.4617435,37274,43.7829235
29-04-2025,82422428.00,36957005.00,143920777997329.91,427274172279.90,5631475250.00,445539414739.56,59270020.8800,57327283.00,47606.17,45974.91,46790.54,40483.79,41996.25,41240.02,6880148.21,538342.23,527237.99,6891252.45,26172801,81476,78208,251015598,244653920,,,,,,,,,,,2970,32358970,31128.3,102696.54,152089,26759.86,1252779,77916.21,77532558,14063424.71,34988.98,0.93,4889870,328653.09,7738.44,0.54,83827296,14496753.87,147403.49,0.9,9,0.46939,44951,2816.852378,32.299628,44960,32.769018
30-04-2025,235278575.00,66616026.00,422550246547230.38,496542739630.35,155195520.00,12501834644.84,33097269.2550,3450035.00,46351.94,47719.21,47035.57,37522.89,38381.40,37952.15,6891251.35,503424.35,477055.38,6917620.32,71425201,62600,68732,251015598,244653920,,,,,,,,,,,2966,35895122,30666.42,110087.58,128211,22418.53,1342753,83423.63,230355083,41920818.74,42279.95,1.02,4923492,334205.92,7374.32,0.57,236749539,42360866.82,155496.43,1.01,26,1.556779,45203,2689.927992,29.607492,45229,31.164271
01-05-2025,,,,,,,,,,,,,,,,,,,,,,251015598,244653920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.67777,14618,769.590881,19.990381,14627,20.668151
